name,latitude,longitude
Lureby,55.77044,9.45445
Lunghøj,55.38259,9.9655
Lungehave,55.04248,10.90757
Lunge,55.39652,9.95747
Lundumskov,55.92099,9.78637
Lundum,55.92727,9.77466
Lundtofte,55.46707,8.87752
Lundtofte,55.79819,12.51835
Lundtoft,54.91706,9.45724
Lundtang,55.7456,8.3701
Lundstorp,55.25731,11.37387
Lundsmark,55.26391,8.75422
Lundsby,56.50188,8.22943
Lundsbæk,55.28162,9.24529
Lundsbjerg,55.26372,10.07812
Lundø,56.62324,9.14492
Lunding,55.23526,9.55037
Lundgård,56.74531,9.91117
Lundforlund,55.34085,11.31668
Lunderup,55.07626,9.31832
Lunderskov,55.48375,9.29917
Lunderød,55.62538,11.75694
Lunderhede,57.26667,10.08333
Lunden,55.03216,9.79715
Lundehøje,54.64367,11.52261
Lundegårde,54.68021,11.41785
Lundegård,55.11243,12.07645
Lundeborg,55.14085,10.78121
Lunde,55.76119,8.37157
Lunde,55.48924,10.35402
Lunde,55.13754,10.52709
Lundby Torp,55.1205,11.86591
Lundby Stationsby,55.10888,11.87468
Lundby,56.97028,10.0064
Lundby,56.95217,9.44115
Lundby,56.28333,8.76667
Lundby,55.24838,11.38251
Lundby,54.99197,10.60826
Lundby,54.86722,11.82448
Lundager,55.751,8.3375
Lundager,55.28331,9.93423
Lund,56.59475,9.57371
Lund,56.56923,8.98762
Lund,57.10453,9.00993
Lund,56.6039,9.24374
Lund,56.42036,10.19121
Lund,56.35344,10.79311
Lund,55.89393,9.77119
Lund,55.7523,8.73244
Lund,55.27978,11.65541
Lund,55.2408,12.30143
Lund,54.95733,9.0503
Lumsås,55.94114,11.51787
Lumby Torp,55.46628,10.36313
Lumbygyde,55.29631,10.45237
Lumby,55.45878,10.3781
Lumby,55.29723,10.41229
Ludvigsro,54.9429,9.53194
Læsten,56.49467,9.81278
Læsø,54.78264,11.09362
Lovtrup,54.95202,9.27788
Lovrup,55.10626,8.87283
Lovns,56.68376,9.22155
Lov,55.16371,11.84754
Løvskal,56.45042,9.72038
Løvlund,55.74101,9.01814
Løvel,56.53377,9.4698
Løve,56.01238,9.48601
Løve,55.48549,11.2939
Løth,57.38508,10.27568
Løsning,55.80236,9.69539
Løserup,55.76982,11.72644
Lørup Hede,55.20697,10.50376
Lørup,55.22463,10.51653
Lørsted,57.06266,9.41533
Lørslev,57.42679,10.08268
Lønstrup,57.46956,9.79616
Lønnestak,55.79084,8.24075
Lønnerup,56.99493,8.83276
Lønne Hede,55.77538,8.2576
Lønne,55.8006,8.23709
Lønholt,55.94499,12.42265
Løndal,56.05247,9.58668
Lønborg,55.90305,8.44229
Løkken,57.37047,9.71466
Løkkeby,54.95295,10.79973
Løjtved,55.09855,8.97611
Løjt Skovby,55.07039,9.47404
Løjtkloster,55.08314,9.46698
Løjt Kirkeby,55.08333,9.46667
Løjenkær,56.02051,10.11605
Løgumkloster,55.05941,8.95508
Løgumgårde,55.07348,8.93271
Løgtved,55.67462,11.29404
Løgtved,55.58869,11.3495
Løgten,56.27459,10.31181
Løgstrup,56.51032,9.33538
Løgstør,56.96245,9.2583
Løgsted,56.93968,9.24369
Løgeskov,55.14692,10.46673
Lødderup,56.77428,8.79766
Lommelev,54.88376,11.83725
Lomborg,56.50051,8.26553
Lombjerg,55.2293,10.48705
Lohals,55.13295,10.90605
Lodskovvad,57.62371,10.39095
Lodshuse,55.51765,10.57332
Lobbæk,55.07446,14.83503
Læn,56.46874,10.71464
Ljørslev,56.73772,8.78086
Ljørring,56.242,8.80797
Livø,56.88333,9.08333
Listrup,54.80393,11.95481
Listed,55.14415,15.11032
Liseleje,56.00531,11.94827
Liseby,54.91184,12.2119
Lisby,56.47109,8.13656
Lisbjerg-Terp,56.2169,10.19216
Lisbjerg,56.22075,10.16861
Lintrup,55.55436,8.92779
Lintrup,55.41092,8.9687
Linnerup,55.90118,9.50051
Lindved,55.79264,9.57897
Lindved,55.76659,9.88413
Lindved,55.34465,10.4231
Lindum,56.76679,9.04731
Lindum,56.56149,9.68284
Lindknud,55.56594,9.01605
Lindholm Høje,57.08333,9.9
Lindholm,57.06869,9.90439
Lindholm,55.84488,12.21703
Lindet,55.65245,9.5736
Lindet,55.90108,9.31797
Lindeskov,55.25084,10.64106
Linderup,57.30823,9.91465
Linderum,57.42735,10.17752
Lindelse,54.86157,10.72885
Lindebjerg,55.39414,11.48824
Lindeballe,55.76943,9.24255
Linde,56.53243,10.12049
Linde,56.41848,8.48875
Lindbjerg,56.52246,10.14726
Lindbjerg,55.78391,8.65439
Lindå,56.2991,10.24788
Lind,56.1,8.98333
Linå,56.15394,9.69011
Lime,56.38815,10.2495
Liltved,56.43096,10.32581
Lille Vrøj,55.75113,11.14475
Værløse,55.78251,12.36856
Lillevorde,56.97788,10.05211
Lille Viby,55.4531,10.6171
Lille Velling,55.62224,9.60738
Lille Valby,55.6979,12.11638
Lille Valby,55.44053,11.35452
Lille Ubberud,55.39146,10.27691
Lille Tvede,55.2014,11.8794
Lille Torup,54.85635,10.42836
Lille Torup,56.4166,9.79309
Lille Torup,56.64389,9.40158
Lille Torøje,55.24818,12.26761
Lille Tårnby,55.36082,12.26835
Lilleskovland,54.72554,11.20916
Lilleskov,55.34435,10.1597
Lille Skensved,55.50977,12.13506
Lille Sjørup,56.52943,10.31172
Lille Salby,55.47531,12.10856
Lille Rørbæk,56.7283,9.73263
Lille Rørbæk,55.78935,12.10553
Lille Rørbæk,54.81587,11.61941
Lillerød,55.87496,12.34579
Lille Rise,54.85831,10.42713
Lillering,56.14794,9.98039
Lille Nustrup,55.27486,9.17226
Lille Næstved,55.22955,11.73885
Lillenor,56.0338,10.23338
Lille Musse,54.73887,11.64166
Lille Mommark,54.91352,10.0135
Lillemark,55.11823,10.1859
Lille Lyngby,55.95,12.15
Lillelund,56.32052,8.36153
Lille Løjtofte,54.87873,11.17313
Lille Lindet,54.87988,11.33276
Lille Linde,55.33448,12.20911
Lille Lihme,55.69597,9.27179
Lille Ladager,55.51078,12.06796
Lille Kongsmark,55.42116,11.20031
Lillekobbel,54.86684,9.95071
Lille Knabstrup,55.64242,11.62747
Lille Karleby,55.68479,11.91995
Lille Jyndevad,54.88372,9.14125
Lille Heddinge,55.27239,12.39207
Lille Havelse,55.90874,12.0942
Lille Grandløse,55.68968,11.72838
Lille Fuglede,55.59421,11.27472
Lille Favrby,55.22985,12.16862
Lille Esbønderup,56.01116,12.44509
Lille Emmerske,54.95921,8.90077
Lille Egebjerg,55.85939,11.57205
Lille Ebberup,55.47202,11.47811
Lille Darum,55.44455,8.64728
Lille Damme,54.91537,12.12547
Lille Dalby,55.76136,9.72444
Lille Brøndum,56.82811,10.14761
Lillebrænde,54.87982,11.97471
Lille Bredlund,56.03333,9.4
Lille Binderup,56.78657,9.59244
Lille Avnede,54.82861,11.21512
Lille Arden,56.76807,9.90931
Lille Anslet,55.33921,9.58174
Lille Andst,55.4481,9.20798
Lille Ajstrup,56.88868,9.49784
Lille Agersende,56.4,8.23333
Lilkær,56.15147,8.28945
Lilholt,55.22164,9.29281
Lild Strand,57.15044,8.9659
Lildfrost,55.71669,9.38202
Lilballe,55.54292,9.48492
Lihmskov,55.66943,9.31009
Lihme,56.60035,8.73023
Lifstrup,55.56667,8.53333
Lidemark,55.43592,12.05536
Levring,56.30676,9.4674
Levetofte,55.34402,11.91849
Lestrup,55.86048,11.6714
Lervad,55.73918,8.58562
Lersøen,55.71029,12.54965
Lere,56.99167,9.86477
Lerdrup,55.88333,10.13333
Lerbæk,54.92991,12.19376
Lerbjerg,56.34969,9.99047
Lendum,57.41018,10.28895
Lendrup Strand,56.93289,9.20138
Lendemarke,54.97979,12.27735
Lendemark,54.94758,9.09705
Lemvig,56.54856,8.31019
Lemtorp,56.54541,8.32913
Lemming,56.24055,9.54732
Lemming,56.12015,10.09916
Lemmer,56.38181,10.26539
Lem,57.2002,10.13851
Lem,56.59184,8.78626
Lem,56.50318,10.06149
Lem,56.02546,8.38787
Lellinge,55.46527,12.11015
Lekkende,55.06469,12.01218
Lejrskov,55.51165,9.32269
Lejre,55.60461,11.97477
Lejbølle,55.02904,10.87721
Lejbjerg,57.01667,9.96667
Legind,56.76157,8.81992
Leestrup,55.2027,12.03644
Lee,56.4224,9.67425
Ledøje,55.70958,12.30169
Leby,54.91271,10.28156
Lebøl,54.90634,9.96084
Læborg,55.52316,9.11272
Lavstrup,55.894,8.4332
Lavø,56.03978,12.17838
Lavindsgårde,55.35,10.58333
Lavensby,55.04868,9.78652
Laven,56.12533,9.71762
Laurbjerg,56.35727,9.91635
Låstrup,56.58197,9.38662
Låsby,56.15022,9.80683
Lårup,55.56667,11.51667
Lappen,56.03333,12.61667
Lånum,56.44736,9.10875
Langvad,57.06995,8.96234
Langtved,57.35868,10.49182
Langtved,55.66789,11.82697
Langtved,55.39482,10.68827
Langthjem,57.27662,10.08137
Langstrup,55.95237,12.46597
Langsted,55.27739,10.19046
Langskov,56.33416,10.13497
Langskov,55.82245,9.53029
Langør,55.91197,10.64181
Langø,54.81346,11.01963
Langkær,55.94811,8.41053
Langkastrup,56.4519,10.21924
Langholm,54.72889,11.17361
Langholm,55.43165,9.96478
Langetved,55.39529,9.09736
Langet,54.78939,11.38967
Langesø,55.0487,9.76601
Langeskov,55.35655,10.58447
Langerhuse,56.62869,8.16005
Langemose,55.25601,10.69333
Langemark,55.84628,10.62413
Langelund,56.09188,9.08891
Langelund,55.09624,9.16174
Langelund,55.80624,9.10104
Langedeby,55.05153,15.10411
Langebæk,54.99654,12.08993
Langdal,56.8671,9.5439
Langballe,56.07568,10.20252
Langå,56.39026,9.89486
Langå,55.19423,10.72175
Landting,56.03349,8.48866
Landsgrav,55.39579,11.33168
Landet,54.99871,10.59623
Landet,54.76093,11.27665
Landerslev,55.8248,11.98754
Landeby,55.07513,8.97118
Lammestrup,55.5101,11.9478
Lamdrup,55.31223,10.7266
Lamdrup,55.21801,10.66203
Lambæk,56.06651,8.42462
Lambjerg,54.93433,9.89028
Lakolk,55.13901,8.4938
Lakkendrup,55.13448,10.65714
Lågerup,54.69323,11.70053
Låge,57.44667,9.85572
Lading,56.22027,9.97767
Ladelund,56.78136,9.70982
Ladelund,55.48583,9.04761
Ladegårdshuse,55.65,12.11667
Ladegård,55.36249,10.07337
Ladby,55.43095,10.61828
Ladby,55.2585,11.72122
Labing,56.17031,10.01318
Kyvling,55.89469,8.48992
Kytterup,56.3026,8.31421
Kysing,56.00692,10.25761
Kyse,55.27289,11.62736
Kyringe,55.5215,11.67754
Kyndeløse,55.71093,11.87318
Kyndby Huse,55.8089,11.88518
Kyndby,55.7947,11.91872
Kværs,54.93256,9.49682
Kværrede,55.36496,12.02044
Kværnholt,54.94734,9.06143
Kværndrup,55.17752,10.52549
Kværkeby,55.46181,11.8742
Kvottrup,56.21626,10.08276
Kvorup,57.23745,9.65498
Kvorup,55.78349,8.4191
Kvorning,56.49584,9.70443
Kvong,55.75751,8.44055
Kvols,56.52585,9.29624
Kvolbæk,56.28468,9.92658
Kvium,56.43683,8.68501
Kvistrup,55.2634,9.63263
Kvistgård,55.99348,12.50446
Kvisselbrænding,57.46737,10.42575
Kvissel,57.47161,10.41111
Kvislemark,55.25153,11.54454
Kvinderup,55.87079,12.17649
Kvie,55.70946,8.77478
Kvarmløse,55.61319,11.78621
Kvanløse,55.65178,11.66907
Kustrup,55.50198,9.84604
Kunnerup,56.11295,10.07001
Kundby,55.71065,11.52323
Kumled,55.06493,8.86085
Kullerup,55.31796,10.7027
Kulhuse,55.92628,11.91575
Kulerup,55.45958,11.98918
Kuldbjerg,55.77903,9.35839
Kulby,55.52063,11.32836
Kuditse,54.78442,11.15987
Kryle,56.1604,8.12473
Krustrup,57.47931,9.93444
Krustrup,57.47908,9.93501
Krusborg,56.44389,10.41781
Krusbjerg,55.77881,8.69827
Kruså,54.85097,9.40129
Kærup,57.09216,9.01606
Kærup,55.651,8.36133
Krungerup,54.78521,11.72769
Krummerup,55.29847,11.51075
Krummeled,55.19055,14.76317
Kærum,55.25926,9.94764
Krukholm,54.82818,11.163
Kærsing,55.5,8.48333
Kærsholm,56.29485,10.76252
Kærsholm,56.96224,10.15589
Kærsgård Strand,57.52808,9.88255
Krønge,54.72668,11.50937
Krømlinge,55.21799,11.90762
Krøjerup,55.6486,11.59676
Krøjerup,55.46113,11.51654
Krondal,55.94754,9.44539
Kronborgdige,56.43333,8.6
Krollerup,55.81279,9.65997
Krogstrup,56.83749,9.38832
Krogstrup,55.97408,10.03056
Krogstrup,55.78788,11.96252
Krogstederne,56.43333,9.68333
Krogshede,56.42629,8.18555
Krogsgård,56.43882,9.21798
Krogsbølle,55.57241,10.36797
Krogsager,56.42581,10.21802
Krogen,56.65,9.91667
Krogager,55.70138,8.84493
Krog,55.74826,9.05325
Krænkerup,55.46667,11.3
Kræmmerkrog,55.54705,10.06037
Krækket,55.17698,14.94213
Kristrup,56.44553,10.05665
Kristiansminde,55.58241,10.42601
Kristiansdal,55.23332,9.38828
Krik,56.77274,8.27686
Kærgård,55.68375,8.1852
Kjargaard,54.98435,8.70718
Krenkerup,54.77722,11.67316
Kærende,56.40266,10.54319
Krejbjerg,55.95053,9.33105
Krejbjerg,56.65899,8.86398
Kregme,55.94439,12.03401
Kærby,57.02977,9.91753
Kærby,56.23333,8.23333
Kærby,55.09868,14.76394
Kærby,56.60056,10.06276
Kærby,56.36083,10.65016
Kærby,55.65926,11.1753
Kærby,55.53146,10.08615
Kærby,55.4843,9.92706
Kærbølling,55.70047,9.40368
Kærbølling,55.2278,8.71219
Kærbøl,55.35823,8.74495
Kviehede,55.72752,8.80818
Kravnsø,55.57797,8.34894
Kravlund,54.91408,9.19854
Krattet,54.73406,11.74899
Krathuse,56.14913,9.32348
Krarup,56.32368,10.60563
Krarup,55.71346,8.65659
Krarup,55.16463,10.421
Krårup,54.80218,11.55033
Kramnitse,54.70493,11.26289
Krakken,55.24021,14.75127
Krajbjerg,56.2949,10.27957
Kragnæs,54.86121,10.47045
Kragholm,54.91667,10.71667
Kraghede,57.2025,9.99265
Kraghave,54.7905,11.86869
Kragevig,55.07148,12.10651
Kragenæs,54.91654,11.35251
Kragelund,56.19427,9.40927
Kragelund,55.80717,9.64777
Kragelund,55.80495,8.22541
Kragelund,55.5778,9.17243
Kragelund,55.44261,8.70059
Kragelund,55.2963,10.61723
Kragelund,54.85936,9.30498
Krageborg,55.21735,12.08581
Kær,56.65271,8.81883
Kær,54.93787,9.79605
Kæpsmark,56.51986,9.73797
Kousted,56.51571,9.9006
Kostræde,55.1251,11.78619
Kosterslev,55.49542,10.18911
Koster,54.97459,12.19312
Korup,56.7756,10.10134
Korup,56.30229,10.54668
Korup,55.4193,10.27291
Korup,55.0432,9.15357
Korterup,54.75143,11.29719
Korsvej,56.15002,9.80745
Korsør,55.32993,11.13857
Korsø,57.06508,8.77572
Korsø,56.66454,9.56227
Korshøj,55.71948,9.69765
Korsholm,57.05519,9.25571
Korshavn,55.01274,10.31219
Kornum,56.95838,9.32001
Korning,55.85455,9.706
Kornerup,55.63388,11.98203
Korkendrup,55.36446,10.70165
Korinth,55.14374,10.3321
Køstrup,55.46864,9.97817
Kørup,55.88096,9.74723
Køng,55.25966,10.12637
Køng,55.10965,11.82747
Kølstrup,55.42359,10.58481
Kølsen,56.52423,9.37675
Kølkær,56.06494,9.08765
Kølby,56.98022,9.42563
Køge,55.45802,12.18214
Købsted,57.52094,9.91981
Københoved,55.41993,9.10036
Copenhagen,55.67594,12.56553
Købelev,54.89906,11.12284
Kongstrup,56.3555,9.90819
Kongstrup,55.87925,11.17015
Kongstrup,55.72232,11.00528
Kongstrup,55.67703,11.75346
Kongsted-Borup,55.25545,11.99474
Kongsted,55.56695,11.45682
Kongsted,55.5698,9.6439
Kongsted,55.24418,12.04054
Kongsmark,55.13112,8.54957
Kongshoved,54.87989,9.9268
Kongshøj,55.22582,10.80087
Kongsgårde,56.14397,10.51403
Kongsengene,57.32052,9.80316
Kongsbjerg,54.99813,8.93177
Køng Firgårde,55.09337,11.82719
Kongerslev,56.88687,10.11314
Kongens Tisted,56.74924,9.59152
Kongensmark,55.16709,14.8856
Kongens Lyngby,55.77044,12.50378
Kondrup,56.51812,9.96884
Komdrup,56.89919,10.08245
Kolt,56.10845,10.06986
Kolstrup,55.06284,9.40253
Kolstrup,55.33334,9.36211
Kolsnap,55.25235,9.19069
Kolshave,55.52883,10.14238
Kolsbæk,56.07579,12.18781
Kollund,54.84668,9.4529
Kollerup,57.09923,9.29546
Kollerup,55.78112,9.45786
Kollerød,55.87387,12.30065
Kollekolle,55.86588,11.59875
Kolle,55.75553,8.30654
Kolind,56.36064,10.58364
Koldmose,57.15552,9.56882
Koldkåd,55.07207,8.95781
Kolding,55.4904,9.47216
Koldby,56.84537,8.52589
Koldby,55.03784,8.6399
Koldbro,57.35,10.2
Kolby Kås,55.79908,10.5326
Kolby,56.18333,8.21667
Kolby,55.79891,10.55662
Kokspang,55.57041,8.36592
Kokseby,54.91177,12.15928
Kokær,55.31714,9.46167
Kokkehaverne,55.23509,10.68166
Kokkedal,55.91179,12.49952
Kokholm,56.46667,9.5
Kohave,56.03965,12.35084
Kogtved,55.04751,10.58421
Kogsbølle,55.28082,10.74187
Koelbjerg,55.39958,10.13767
Koed,56.37471,10.56868
Kodallund,55.9169,9.6312
Kobæk Strand,55.25928,11.25124
Kobberø,56.72152,8.3256
Kobbelhuse,55.01134,12.41564
Knudstrup,56.70857,9.40316
Knudstrup,56.34008,9.91204
Knudstrup,55.47196,11.26269
Knudstrup,55.41427,11.61895
Knudsskov,55.05106,11.76664
Knudsker,55.10768,14.7454
Knudsby,55.04094,11.82676
Knudsbølle,55.01187,10.58877
Knudsbøl,55.57618,9.30301
Knud,56.65673,8.78057
Knud,56.55,9.26667
Knud,55.32805,9.60339
Knubbeløkke,54.76714,11.04644
Knopper,56.66667,8.18333
Knøsgård,57.1562,9.76216
Kni,56.43064,10.71073
Knepholt,57.12478,9.82507
Knejsted,56.59699,10.21266
Knebel,56.21411,10.48865
Knarreborg,55.31667,10.21667
Knardrup,55.77413,12.2885
Knaplund,55.88059,8.80018
Knagstrup,56.33141,10.23663
Knabstrup,55.66423,11.55129
Klæstrup,56.95049,9.6747
Klæstrup,57.28129,10.06042
Klovtofte,55.66667,12.31667
Klovtoft,55.06083,9.17538
Klovby,55.63345,11.22578
Klovborg,55.93187,9.49103
Klotrup,56.68474,9.4247
Klostergårde,56.27852,8.29468
Kloster,56.12519,8.17673
Kløvested,55.49249,11.99726
Kløv,57.02477,8.80859
Klørup,56.47192,9.95687
Kløjing,55.11707,8.91993
Klokmose,56.00489,8.61457
Klokkerholm,57.20891,10.15535
Klodskov,54.82059,11.82574
Klitten,57.58215,10.04315
Klitten,57.28828,11.06364
Klitmøller,57.04072,8.49144
Klitlund,57.60079,10.40489
Klitgårds Fiskerleje,57.02944,9.67995
Klippinge,55.34822,12.32581
Klippede,55.40913,11.93043
Kliplev,54.93585,9.40849
Klintrup,56.20884,9.78872
Klinting,54.90499,9.85075
Klintholm Havn,54.9526,12.46471
Klintholm,55.1862,10.80535
Klintegårde,55.08402,14.84706
Klinteby Frihed,55.19705,11.59603
Klinteby,55.19393,11.57739
Klinteby,55.07849,15.10017
Klintebjerg,55.48157,10.44968
Klinte,55.58181,10.25684
Klint,55.95504,11.58505
Klinkby Stationsby,56.567,8.21992
Klink,55.82812,9.08275
Klingbjerg,55.02262,9.84712
Klingbjerg,54.92105,9.24914
Klim Strand,57.13295,9.18116
Klim,57.09761,9.1669
Kleppehuse,54.84495,12.0275
Klemensker,55.17267,14.8099
Klejtrup,56.58971,9.63043
Klejsmølle,55.73333,9.93333
Klejs,55.74301,9.94003
Klegod,56.07917,8.11831
Klebæk,55.45582,9.32505
Klavsebølle,54.97053,10.78487
Klattrup,56.93793,10.26321
Klattrup,57.38712,10.50648
Klattrup,56.66614,10.21621
Klattrup,55.63447,9.54005
Klastrup,57.47714,10.06179
Klastrup,57.0445,8.82995
Klarup,57.01194,10.05617
Klarskov,55.06739,11.8711
Klank,56.15026,9.90859
Klampenborg,55.77632,12.5901
Klakring,55.70975,9.96999
Kjæstrup,56.77743,8.4621
Kjelstrup,55.96572,8.57936
Kjelstrup,56.99389,8.75313
Kjelst,55.59542,8.3034
Kjellerup,56.28581,9.43528
Kjeldbjerg,56.47363,9.05226
Kjallerup,56.86301,8.3857
Kisum,56.53742,8.95038
Kistofte,54.76399,11.62991
Kisserup,55.77678,11.71453
Kisserup,55.59891,11.90248
Kissendrup,55.38592,10.70573
Kissendrup,55.24572,12.17641
Kiskelund,54.86158,9.40437
Kirkholt,57.30445,10.15789
Kirkholm,55.75955,10.02047
Kirke-Værløse,55.78654,12.32087
Kirke-Syv,55.57478,12.03065
Kirke Stillinge,55.4364,11.24482
Kirke-Søby,55.2621,10.02497
Kirke Sonnerup,55.65064,11.82759
Kirke-Skensved,55.52456,12.11828
Kirke Såby,55.63391,11.87124
Kirkerup,55.72118,12.16007
Kirkerup,55.35848,11.49264
Kirkendrup,55.4343,10.33321
Kirkelte,55.904,12.38482
Kirke-Hyllinge,55.70671,11.90017
Kirke Hvalsø,55.5917,11.86253
Kirke-Hørup,54.926,9.90309
Kirke Helsinge,55.51614,11.20605
Kirke Flinterup,55.50042,11.62476
Kirke-Fjenneslev,55.43386,11.68802
Kirke Eskilstrup,55.57461,11.76723
Kirke-Esbønderup,56.04975,12.34636
Kirkeby,56.71907,9.0222
Kirkeby,55.72609,8.24246
Kirkeby,55.46746,9.31685
Kirkeby,55.24584,8.82846
Kirkeby,55.2,14.75
Kirkeby,55.11302,10.53076
Kirkebæk,56.48093,9.34286
Kirial,56.42833,10.80959
Kindvig,55.04644,12.1102
Kindstrup,55.41436,9.95692
Kindertofte,55.43042,11.46947
Kinderballe,54.80168,10.68762
Kimmerslev,55.48418,11.98226
Killerup,55.37179,10.44013
Killerup,54.82785,11.64032
Kildekrog,56.08803,12.42174
Kildehuse,55.88441,11.66703
Kildebrønde,55.60877,12.2713
Kilde,56.24675,8.73942
Kikhavn,55.98194,11.87594
Kielstrup,56.67789,9.92083
Kibæk,56.0317,8.85697
Kettrup,57.06551,9.25199
Kettingskov,54.95441,10.00202
Kettinge Bækkeskov,54.68561,11.76854
Kettinge,55.88512,12.41405
Kettinge,54.69669,11.72828
Ketting,54.96687,9.89834
Kestrup,55.29431,9.2927
Kertinge,55.43432,10.58821
Kerteminde,55.44903,10.65769
Kerte,55.36231,9.9944
Kemtrup,56.73683,9.67762
Kelstrup Strand,55.19295,9.58243
Kelstrupskov,54.88037,9.4772
Kelstrup,56.35703,10.62527
Kelstrup,55.83458,11.56573
Kelstrup,55.4199,11.23489
Kelstrup,55.39622,10.16611
Kelstrup,55.19822,9.55487
Kelseby,55.16788,14.99222
Kellerup,55.22202,10.47038
Kelleklinte,55.6241,11.25608
Kelleby,55.484,10.22063
Keldernæsskov,54.84312,11.39334
Keldernæs,54.86547,11.39676
Kelddal Gårde,56.87587,9.54702
Keldbymagle,54.99242,12.34174
Keldbylille,54.97881,12.35384
Kejlstrup,56,9.33333
Kejlstrup,56.26747,10.55651
Kegnæshøj,54.85552,9.98383
Kæderup,56.01667,12.25
Kæderup,55.33332,12.11218
Kædeby Haver,54.87572,10.67722
Kædeby,54.84512,10.68822
Kavslunde,55.48378,9.8096
Kattrup,56.10085,10.08226
Kattrup,55.95296,9.91686
Kattinge,55.65918,11.99953
Katterød,55.0821,10.30698
Kattebjerg,55.52001,10.10168
Katryde,54.98333,9.96667
Kåtrup,56.56306,9.94049
Katrinedal Mark,56.05263,9.54088
Katrinedal,55.71702,11.50242
Katrevel,55.78333,8.55
Katby,56.83333,9.58333
Katbjerg,56.6324,9.90332
Katballe,56.35906,9.35539
Kastvrå,55.30858,9.34085
Kåstrup,57.02706,8.73185
Kåstrup,56.64207,8.97064
Kastrup,56.38221,10.35974
Kastrup,55.76675,11.67255
Kåstrup,55.68757,11.13518
Kastrup,55.63524,12.64895
Kastrup,55.26398,9.07887
Kastrup,55.03411,11.8968
Kastelev,55.0686,11.85027
Kastel,55.27368,10.6447
Kasted,56.20752,10.13401
Kastbjerg,56.64359,10.15281
Kastbjerg,56.45746,10.75939
Kastager,54.93857,11.19859
Kassø Kådnergade,55.04254,9.23741
Kassø,55.03645,9.23413
Kassebølle,54.95352,10.75922
Kås Mark,57.2,9.65
Kaslunde,55.33922,10.00392
Kåse,57.06667,8.78333
Kåsby,55.22462,14.72299
Kås,57.19774,9.67173
Kås,55.24095,14.85132
Karup,57.35529,10.41656
Kårup,56.75138,8.80233
Karup,56.30673,9.16835
Kårup,55.81704,11.40893
Kartofte,54.76307,11.6644
Karstoft,56.48504,8.97407
Karsemose,55.9945,12.03707
Karsbæk,56.0634,8.39697
Karrebækstorp,55.19922,11.61393
Karrebæksminde,55.18162,11.64696
Karrebæk,55.189,11.65171
Karlstrup Strand,55.54458,12.2383
Karlstrup,55.55261,12.20359
Karlsmose,56.2124,8.82889
Karlsminde,55.94558,11.89476
Karlslunde Strand,55.56357,12.26247
Karlslunde,55.57258,12.22576
Karlsgårde,55.65258,8.58945
Karleby,54.79121,12.0274
Karleby,54.70685,11.62652
Karlebo,55.91928,12.40999
Karlby,56.60182,9.81463
Karlby,56.47381,10.86193
Karlby,56.35056,10.28588
Karise-Olstrup,55.31246,12.15842
Karise,55.30278,12.20863
Kare,56.53333,10.36667
Karby,56.75357,8.56129
Kappendrup,55.5385,10.34768
Kappendrup,55.33204,10.57318
Kappelborg,57.71667,10.6
Kappel,54.77361,11.0327
Kannikegærdet,55.03875,15.07789
Kankbølle,56.2496,10.28941
Kandestederne,57.66267,10.39229
Kanderød,55.37563,12.11439
Kamstrup,55.6073,12.08531
Kalvslund,55.37045,8.87329
Kalvehave,54.99728,12.16847
Kalvehave,54.83327,10.42454
Kalundborg Slots Ladegård,55.68155,11.08517
Kalundborg,55.67954,11.08864
Kalum,57.32052,9.96095
Kallø Skovby,54.86307,11.66777
Kallø,54.85045,11.6662
Kallerup Gårde,55.65697,12.19646
Kallerup,56.9194,8.57424
Kallerup,56.64486,8.47462
Kallerup,55.71971,11.04572
Kallehave,54.6754,11.67419
Kalkerup,55.27396,11.81373
Kalhave,55.85248,9.62371
Kaleko,55.10036,10.26663
Kaldred,55.70025,11.26853
Kalby,55.2384,11.84906
Kalby,55.06117,14.893
Kajerød,55.8452,12.42373
Kajemose,55.6074,11.4147
Kagstrup,55.37204,11.90408
Kagstrup,55.30314,11.70373
Kagerup,55.99754,12.26548
Kagerup,55.63624,11.57655
Kådekilde,55.36766,10.12096
Kabdrup,55.30673,9.54057
Jystrup,55.51674,11.86437
Jysted,54.86297,11.3323
Jyllinge,55.75843,12.11227
Jyllerup,55.55588,8.69342
Jyderup,55.83689,11.55333
Jyderup,55.66399,11.42029
Jyderup,55.23264,12.07293
Jydemark,55.51667,10.33333
Juvre,55.17425,8.55729
Jungshoved By,55.09035,12.11948
Junget,56.76242,9.09994
Jullerup,55.52606,10.20772
Julebækhus,56.06257,12.56714
Juelsminde,55.70876,10.01668
Jorløse,55.6106,11.29849
Jordrup,55.55802,9.31224
Jordløse,55.19891,10.15564
Jordhøj,55.85486,12.16883
Jordbroen,57.20018,10.31032
Jordbjerg,54.78877,11.03675
Jørslev,55.29635,12.1771
Jørsby,56.8864,8.8868
Jørlunde,55.8315,12.16983
Jørgensø,55.56896,10.43067
Jørgensgård,55.04606,9.43076
Jonstrup,56.01051,12.42862
Jonstrup,55.573,11.66509
Jægerspris,55.85544,11.96786
Jægersborg,55.75927,12.53504
Jestrup,56.65618,8.44932
Jestrup,56.85891,8.46311
Jestrup,54.93893,9.958
Jested,55.38298,8.75776
Jespergårde,57.22257,10.28618
